id,date_start,date_end,event_name,city,golf_course,department,department_code,latitude,longitude,age_category,source,club_file,driving_minutes,distance_km,distance_category,total_days,hotel_nights,cost_meals,cost_hotel,cost_ev,cost_tolls,cost_entry,cost_total
bd97710f,2026-06-06,2026-06-07,Grand Prix de Savenay,SAVENAY,GOLF BLUEGREEN SAVENAY,Loire-Atlantique,44,47.3592304,-1.9421244,,grand_prix,,404,644,national,3,2,162.0,160.0,51.52,72.13,50.0,495.65
d8c8e703,2026-06-06,2026-06-07,Grand Prix de Téoula,PLAISANCE DU TOUCH,UGOLF TOULOUSE TEOULA,Haute-Garonne,31,43.5650991,1.2956832,,grand_prix,,8,7,local,3,0,30.0,0.0,0.56,0.78,50.0,81.34
21282758,2026-06-10,2026-06-10,COMPÉTITION DE CLASSEMENT / BIODIVERSITÉ - 15 PARCOURS JAUNE - SWC,SEILH,UGOLF TOULOUSE SEILH,Haute-Garonne,31,43.694573,1.3534881,,club,seilh,31,26,local,1,0,10.0,0.0,2.08,2.91,10.0,24.99
fa0b970b,2026-06-12,2026-06-12,TROPHÉE LAGARRIGUE 2026,MONTAUBAN,GOLF DE MONTAUBAN L'ESTANG,Tarn-et-Garonne,82,44.0175835,1.3549991,,club,Montauban,61,70,local,1,0,10.0,0.0,5.6,7.84,10.0,33.44
f59b479a,2026-06-12,2026-06-14,Grand Prix de Villarceaux,CHAUSSY,GOLF DE VILLARCEAUX,Loiret,45,48.1693503,1.9805767,,grand_prix,,387,605,national,4,3,216.0,240.0,48.4,67.76,50.0,622.16
83166784,2026-06-12,2026-06-14,Grand Prix du Stade Français,COURSON MONTELOUP,GOLF DE COURSON STADE FRANCAIS,Essonne,91,48.5922603,2.1451135,,grand_prix,,422,660,national,4,3,216.0,240.0,52.8,73.92,50.0,632.72
cf5fb0e4,2026-06-13,2026-06-13,COMPÉTITION MERCEDES,PLAISANCE DU TOUCH,UGOLF TOULOUSE TEOULA,Haute-Garonne,31,43.5650991,1.2956832,,club,teoula,8,7,local,1,0,10.0,0.0,0.56,0.78,10.0,21.34
732c4074,2026-06-13,2026-06-13,MCDO FAMILY CUP 2026,VIEILLE TOULOUSE,GOLF CLUB DE TOULOUSE,Haute-Garonne,31,43.535,1.4375,,club,vieille_toulouse,30,24,local,1,0,10.0,0.0,1.92,2.69,10.0,24.61
17d031a9,2026-06-13,2026-06-14,Grand Prix Yves Dullieux,MONT SAINT AIGNAN,GOLF DE ROUEN MONT ST AIGNAN,Seine-Maritime,76,49.4679,1.0813,,grand_prix,,525,806,national,3,2,162.0,160.0,64.48,90.27,50.0,526.75
0e735fbf,2026-06-13,2026-06-14,Grand Prix de Chailly,POUILLY EN AUXOIS,GOLF DU CHATEAU DE CHAILLY,Côte-d'Or,21,47.2622415,4.5561961,,grand_prix,,436,688,national,3,2,162.0,160.0,55.04,77.06,50.0,504.1
db49a210,2026-06-13,2026-06-14,Grand Prix de Gujan Mestras,GUJAN MESTRAS,GOLF BLUEGREEN GUJAN-MESTRAS,Gironde,33,44.6360982,-1.0714014,,grand_prix,,198,304,regional,3,2,162.0,160.0,24.32,34.05,50.0,430.37
a4cd0b66,2026-06-13,2026-06-14,Grand Prix de Metz Chérisey,CHERISEY,GOLF DE METZ CHERISEY,Moselle,57,49.0134,6.2349,,grand_prix,,595,940,national,3,2,162.0,160.0,75.2,105.28,50.0,552.48
0b7e3d1a,2026-06-13,2026-06-14,Grand Prix de Mignaloux,MIGNALOUX BEAUVOIR,GOLF DE POITIERS-MIGNALOUX,Vienne,86,46.5443255,0.4148949,,grand_prix,,313,419,national,3,2,162.0,160.0,33.52,46.93,50.0,452.45
9a672919,2026-06-13,2026-06-14,Grand Prix du Rhône,CHASSIEU,GOLF BLUEGREEN GRAND LYON CHASSIEU,Métropole de Lyon,69,45.7422756,4.9681796,,grand_prix,,357,572,national,3,2,162.0,160.0,45.76,64.06,50.0,481.82
4992760b,2026-06-13,2026-06-14,Grand Prix du Sart - Messieurs Wallaert Devilder,VILLENEUVE D'ASCQ,GOLF DU SART,Nord,59,50.6193174,3.1314002,,grand_prix,,580,914,national,3,2,162.0,160.0,73.12,102.37,50.0,547.49
01e498c8,2026-06-14,2026-06-14,OPEN DES ABONNÉS,ROQUES,UGOLF LOU VERDAI,Haute-Garonne,31,43.5109039,1.3755068,,club,lou_verdai,19,14,local,1,0,10.0,0.0,1.12,1.57,10.0,22.69
b66ebc46,2026-06-14,2026-06-14,COUPE AS DRONE SOLUTIONS,ESPALAIS,GOLF CLUB ESPALAIS,Tarn-et-Garonne,82,44.0772222,0.9038889,,club,Espalais,79,108,local,1,0,10.0,0.0,8.64,12.1,10.0,40.74
7f480c6a,2026-06-14,2026-06-14,JUNIOR SERIES 4,PLAISANCE DU TOUCH,UGOLF TOULOUSE TEOULA,Haute-Garonne,31,43.5650991,1.2956832,,club,teoula,8,7,local,1,0,10.0,0.0,0.56,0.78,10.0,21.34
8b46ccc1,2026-06-14,2026-06-14,OPEN CEREZO & CLUB MED 2026,VIEILLE TOULOUSE,GOLF CLUB DE TOULOUSE,Haute-Garonne,31,43.535,1.4375,,club,vieille_toulouse,30,24,local,1,0,10.0,0.0,1.92,2.69,10.0,24.61
abf5825f,2026-06-14,2026-06-14,WININCUP 2026,MONTAUBAN,GOLF DE MONTAUBAN L'ESTANG,Tarn-et-Garonne,82,44.0175835,1.3549991,,club,Montauban,61,70,local,1,0,10.0,0.0,5.6,7.84,10.0,33.44
f55468d3,2026-06-17,2026-06-17,COMPÉTITION DE CLASSEMENT / BIODIVERSITÉ - 16 PARCOURS JAUNE - SWC,SEILH,UGOLF TOULOUSE SEILH,Haute-Garonne,31,43.694573,1.3534881,,club,seilh,31,26,local,1,0,10.0,0.0,2.08,2.91,10.0,24.99
6b1301f7,2026-06-18,2026-06-18,APPRENTIS D'AUTEUIL 3IÈME ÉDITION,PLAISANCE DU TOUCH,UGOLF TOULOUSE TEOULA,Haute-Garonne,31,43.5650991,1.2956832,,club,teoula,8,7,local,1,0,10.0,0.0,0.56,0.78,10.0,21.34
78d06206,2026-06-19,2026-06-19,TROPHEE QUERCY CLIMATER 2026,MONTAUBAN,GOLF DE MONTAUBAN L'ESTANG,Tarn-et-Garonne,82,44.0175835,1.3549991,,club,Montauban,61,70,local,1,0,10.0,0.0,5.6,7.84,10.0,33.44
c672b3fc,2026-06-20,2026-06-20,COMPÉTITION PEUGEOT PICARD - SCRAMBLE À 2 - SAMEDI,VIEILLE TOULOUSE,GOLF CLUB DE TOULOUSE,Haute-Garonne,31,43.535,1.4375,,club,vieille_toulouse,30,24,local,1,0,10.0,0.0,1.92,2.69,10.0,24.61
e4302115,2026-06-20,2026-06-20,COMPÉTITIONS THALES,PLAISANCE DU TOUCH,UGOLF TOULOUSE TEOULA,Haute-Garonne,31,43.5650991,1.2956832,,club,teoula,8,7,local,1,0,10.0,0.0,0.56,0.78,10.0,21.34
8d03c06b,2026-06-20,2026-06-21,Grand Prix de Mennecy Chevannes,CHEVANNES,UGOLF MENNECY CHEVANNES,Côte-d'Or,21,47.1585891,4.8480674,,grand_prix,,430,665,national,3,2,162.0,160.0,53.2,74.48,50.0,499.68
dd7100a1,2026-06-21,2026-06-21,21/06 CLASSEMENT SWC,ESPALAIS,GOLF CLUB ESPALAIS,Tarn-et-Garonne,82,44.0772222,0.9038889,,club,Espalais,79,108,local,1,0,10.0,0.0,8.64,12.1,10.0,40.74
926c32f5,2026-06-21,2026-06-21,COMPÉTITION PEUGEOT PICARD - SCRAMBLE À 2 - DIMANCHE,VIEILLE TOULOUSE,GOLF CLUB DE TOULOUSE,Haute-Garonne,31,43.535,1.4375,,club,vieille_toulouse,30,24,local,1,0,10.0,0.0,1.92,2.69,10.0,24.61
4bb5d1eb,2026-06-21,2026-06-21,DS AUTOMOBILES,PLAISANCE DU TOUCH,UGOLF TOULOUSE TEOULA,Haute-Garonne,31,43.5650991,1.2956832,,club,teoula,8,7,local,1,0,10.0,0.0,0.56,0.78,10.0,21.34
94fed826,2026-06-22,2026-06-22,22/06 CLASSEMENT SWC,ESPALAIS,GOLF CLUB ESPALAIS,Tarn-et-Garonne,82,44.0772222,0.9038889,,club,Espalais,79,108,local,1,0,10.0,0.0,8.64,12.1,10.0,40.74
e34251bd,2026-06-24,2026-06-24,COMPÉTITION DE CLASSEMENT / BIODIVERSITÉ - 17 PARCOURS ROUGE - SWC,SEILH,UGOLF TOULOUSE SEILH,Haute-Garonne,31,43.694573,1.3534881,,club,seilh,31,26,local,1,0,10.0,0.0,2.08,2.91,10.0,24.99
547cd503,2026-06-26,2026-06-28,Grand Prix de Strasbourg,ILLKIRCH GRAFFENSTADEN,GOLF CLUB DE STRASBOURG,Bas-Rhin,67,48.5299117,7.7113254,,grand_prix,,614,973,national,4,3,216.0,240.0,77.84,108.98,50.0,692.82
f489f807,2026-06-27,2026-06-27,5ÈME FRIENDLY CUP BY LECLERC - 2026,MONTAUBAN,GOLF DE MONTAUBAN L'ESTANG,Tarn-et-Garonne,82,44.0175835,1.3549991,,club,Montauban,61,70,local,1,0,10.0,0.0,5.6,7.84,10.0,33.44
7ef1c6f6,2026-06-27,2026-06-27,QUALIFICATIONS AMUNDI EVIAN KIDS CUP 2026,VIEILLE TOULOUSE,GOLF CLUB DE TOULOUSE,Haute-Garonne,31,43.535,1.4375,,club,vieille_toulouse,30,24,local,1,0,10.0,0.0,1.92,2.69,10.0,24.61
455ecb2b,2026-06-27,2026-06-28,Grand Prix Forêt de Chantilly,VINEUIL SAINT FIRMIN,GARDEN GOLF FORET DE CHANTILLY,Oise,60,49.2001504,2.4916222,,grand_prix,,490,746,national,3,2,162.0,160.0,59.68,83.55,50.0,515.23
9444cf35,2026-06-27,2026-06-28,Grand Prix de Champlong,VILLEREST,GOLF CLUB DOMAINE DE CHAMPLONG,Loire,42,45.9939206,4.0369461,,grand_prix,,335,505,national,3,2,162.0,160.0,40.4,56.56,50.0,468.96
90de78a1,2026-06-27,2026-06-28,Grand Prix de Cély,CELY EN BIERE,EXCLUSIV GOLF CHATEAU DE CELY,Seine-et-Marne,77,48.4590138,2.5326635,,grand_prix,,442,672,national,3,2,162.0,160.0,53.76,75.26,50.0,501.02
097df3cc,2026-06-27,2026-06-28,Grand Prix de Ste Maxime,SAINTE MAXIME,GOLF BLUEGREEN SAINTE MAXIME,Var,83,43.30871,6.637714,,grand_prix,,343,536,national,3,2,162.0,160.0,42.88,60.03,50.0,474.91
90a8740e,2026-07-02,2026-07-05,Grand Prix de Chiberta,ANGLET,GOLF DE CHIBERTA,Pyrénées-Atlantiques,64,43.4813927,-1.5149935,,grand_prix,,188,296,regional,5,4,270.0,320.0,23.68,33.15,50.0,696.83
9f438382,2026-07-03,2026-07-05,Classic du Prieuré,SAILLY,GOLF DU PRIEURE,Saône-et-Loire,71,46.5355649,4.566338,,grand_prix,,377,585,national,4,3,216.0,240.0,46.8,65.52,50.0,618.32
31948983,2026-07-03,2026-07-05,Grand Prix de Massane,BAILLARGUES,GOLF CLUB MONTPELLIER MASSANE,Hérault,34,43.6609569,4.0133114,,grand_prix,,181,280,regional,4,3,216.0,240.0,22.4,31.36,50.0,559.76
29308ec4,2026-07-03,2026-07-05,Grand Prix du GCL,VILLETTE D'ANTHON,GOLF CLUB DE LYON,Isère,38,45.79451,5.1130506,,grand_prix,,368,586,national,4,3,216.0,240.0,46.88,65.63,50.0,618.51
5199bf7c,2026-07-03,2026-07-05,Grand Prix du Val de Sorne,VERNANTOIS,GOLF DU VAL DE SORNE,Jura,39,46.6278,5.57611,,grand_prix,,455,720,national,4,3,216.0,240.0,57.6,80.64,50.0,644.24
c6f07b0e,2026-07-04,2026-07-04,BMW PELRAS JUNIOR CUP 9T,VIEILLE TOULOUSE,GOLF CLUB DE TOULOUSE,Haute-Garonne,31,43.535,1.4375,,club,vieille_toulouse,30,24,local,1,0,10.0,0.0,1.92,2.69,10.0,24.61
6bca4263,2026-07-04,2026-07-04,JUNIORS SERIES 5,PLAISANCE DU TOUCH,UGOLF TOULOUSE TEOULA,Haute-Garonne,31,43.5650991,1.2956832,,club,teoula,8,7,local,1,0,10.0,0.0,0.56,0.78,10.0,21.34
6ebcbcfa,2026-07-04,2026-07-05,Grand Prix de Cabourg le Home,VARAVILLE,GOLF CLUB DE CABOURG LE HOME,Calvados,14,49.253386,-0.1582652,,grand_prix,,542,872,national,3,2,162.0,160.0,69.76,97.66,50.0,539.42
46758bdf,2026-07-04,2026-07-05,Grand Prix de Lille Métropole Trophée Jean-Marc Komen,RONCHIN,GOLF DE LILLE METROPOLE,Nord,59,50.6056749,3.0778827,,grand_prix,,579,911,national,3,2,162.0,160.0,72.88,102.03,50.0,546.91
0f89b6cc,2026-07-04,2026-07-05,Grand Prix de Lésigny Corbuches,LESIGNY,GOLF LESIGNY CORBUCHES,Seine-et-Marne,77,48.7441196,2.6146976,,grand_prix,,456,712,national,3,2,162.0,160.0,56.96,79.74,50.0,508.7
5e2ca8bc,2026-07-04,2026-07-05,Grand Prix de Royan,SAINT PALAIS SUR MER,GOLF DE ROYAN,Charente-Maritime,17,45.6428769,-1.0859957,,grand_prix,,266,392,national,3,2,162.0,160.0,31.36,43.9,50.0,447.26
68fe651a,2026-07-04,2026-07-05,Grand Prix de Vendée,NESMY,GOLF BLUEGREEN LA DOMANGERE,Vendée,85,46.5922222,-1.4025,,grand_prix,,348,504,national,3,2,162.0,160.0,40.32,56.45,50.0,468.77
5e77e6ed,2026-07-04,2026-07-05,Grand Prix des Ormes,DOL DE BRETAGNE,LES ORMES GOLF & RESORT,Ille-et-Vilaine,35,48.5498295,-1.754257,,grand_prix,,504,783,national,3,2,162.0,160.0,62.64,87.7,50.0,522.34
10b48650,2026-07-11,2026-07-12,Grand Prix de Bethemont,POISSY,EXCLUSIV GOLF DE BETHEMONT,Yvelines,78,48.9274192,2.0426301,,grand_prix,,458,701,national,3,2,162.0,160.0,56.08,78.51,50.0,506.59
309e88d8,2026-07-11,2026-07-12,Grand Prix de Val Quéven,QUEVEN,GOLF BLUEGREEN VAL QUEVEN,Morbihan,56,47.788792,-3.4161464,,grand_prix,,495,774,national,3,2,162.0,160.0,61.92,86.69,50.0,520.61
d2b0ee79,2026-07-11,2026-07-12,Grand Prix du Sauternais,SAINT PARDON DE CONQUES,GOLF DU SAUTERNAIS,Gironde,33,44.5556647,-0.1886653,,grand_prix,,150,224,regional,3,2,162.0,160.0,17.92,25.09,50.0,415.01
4dbc34c5,2026-07-12,2026-07-12,12/07 CLASSEMENT SWC,ESPALAIS,GOLF CLUB ESPALAIS,Tarn-et-Garonne,82,44.0772222,0.9038889,,club,Espalais,79,108,local,1,0,10.0,0.0,8.64,12.1,10.0,40.74
c0093fc2,2026-07-12,2026-07-14,Grand Prix de Troyes,CHAOURCE,GOLF DE TROYES LA CORDELIERE,Aube,10,48.0581589,4.1371816,,grand_prix,,503,799,national,4,3,216.0,240.0,63.92,89.49,50.0,659.41
8b36b091,2026-07-13,2026-07-13,13/07 CLASSEMENT SWC,ESPALAIS,GOLF CLUB ESPALAIS,Tarn-et-Garonne,82,44.0772222,0.9038889,,club,Espalais,79,108,local,1,0,10.0,0.0,8.64,12.1,10.0,40.74
b4c6b6df,2026-07-16,2026-07-19,Grand Prix des Landes Hossegor,HOSSEGOR,GOLF CLUB D'HOSSEGOR,Pyrénées-Orientales,66,42.672696,3.0308142,,grand_prix,,163,245,regional,5,4,270.0,320.0,19.6,27.44,50.0,687.04
08a767a4,2026-07-17,2026-07-19,Grand Prix de Gap Bayard,GAP,GOLF ALPES PROVENCE GAP BAYARD,Hautes-Alpes,05,44.5612032,6.0820639,,grand_prix,,363,566,national,4,3,216.0,240.0,45.28,63.39,50.0,614.67
2bdd6b40,2026-07-17,2026-07-19,Grand Prix de La Bresse,CONDEISSIAT,GOLF DE LA BRESSE,Ain,01,46.1562,5.07952,,grand_prix,,407,616,national,4,3,216.0,240.0,49.28,68.99,50.0,624.27
cba115dc,2026-07-17,2026-07-19,Grand Prix de la Côte d'Albâtre,OCTEVILLE SUR MER,GOLF DU HAVRE / OCTEVILLE/MER,Seine-Maritime,76,49.5553201,0.1161519,,grand_prix,,563,870,national,4,3,216.0,240.0,69.6,97.44,50.0,673.04
56fcd88c,2026-07-18,2026-07-19,Grand Prix de Bussy Guermantes,BUSSY SAINT GEORGES,GOLF DE BUSSY-GUERMANTES,Seine-et-Marne,77,48.8389953,2.7171086,,grand_prix,,460,717,national,3,2,162.0,160.0,57.36,80.3,50.0,509.66
a3ff8ab2,2026-07-18,2026-07-19,Grand Prix de Cheverny,CHEVERNY,GOLF DU CHATEAU DE CHEVERNY,Loir-et-Cher,41,47.4996989,1.4611064,,grand_prix,,358,518,national,3,2,162.0,160.0,41.44,58.02,50.0,471.46
490d6e31,2026-07-18,2026-07-19,Grand Prix de Ploemeur Océan,PLOEMEUR,GOLF BLUEGREEN PLOEMEUR-OCEAN,Morbihan,56,47.7354591,-3.4270534,,grand_prix,,499,778,national,3,2,162.0,160.0,62.24,87.14,50.0,521.38
533a7880,2026-07-18,2026-07-19,Grand Prix des Tumulus,LALOUBERE,GOLF DE TARBES LES TUMULUS,Hautes-Pyrénées,65,43.2057612,0.0721598,,grand_prix,,101,151,local,3,0,30.0,0.0,12.08,16.91,50.0,108.99
4eebf470,2026-07-23,2026-07-26,Grand Prix de la Biarritz Cup,BIARRITZ,GOLF DE BIARRITZ LE PHARE,Pyrénées-Atlantiques,64,43.4832523,-1.5592776,,grand_prix,,192,304,regional,5,4,270.0,320.0,24.32,34.05,50.0,698.37
473515ce,2026-07-24,2026-07-26,Grand Prix d'Apremont,APREMONT,GOLF D'APREMONT,Oise,60,49.2247297,2.5113646,,grand_prix,,486,754,national,4,3,216.0,240.0,60.32,84.45,50.0,650.77
6aa22356,2026-07-24,2026-07-26,Grand Prix de Montauban l'Estang,MONTAUBAN,GOLF DE MONTAUBAN L'ESTANG,Tarn-et-Garonne,82,44.0175835,1.3549991,,grand_prix,,61,70,local,4,0,40.0,0.0,5.6,7.84,50.0,103.44
40583141,2026-07-24,2026-07-26,Grand Prix de la Baule,SAINT ANDRE DES EAUX,GOLF INTERNATIONAL DE LA BAULE,Côtes-d'Armor,22,48.3711691,-2.0087518,,grand_prix,,496,760,national,4,3,216.0,240.0,60.8,85.12,50.0,651.92
0d3ff1bb,2026-07-25,2026-07-25,COMPÉTITION AIRBUS GOLF SOCIETY 2026,VIEILLE TOULOUSE,GOLF CLUB DE TOULOUSE,Haute-Garonne,31,43.535,1.4375,,club,vieille_toulouse,30,24,local,1,0,10.0,0.0,1.92,2.69,10.0,24.61
226ac8be,2026-07-30,2026-08-02,Grand Prix de Pau Golf Club 1856,BILLERE,PAU GOLF CLUB 1856,Pyrénées-Atlantiques,64,43.3030044,-0.3905556,,grand_prix,,127,192,regional,5,4,270.0,320.0,15.36,21.5,50.0,676.86
c2441183,2026-07-31,2026-08-02,Grand Prix des Aisses,LA FERTE SAINT-AUBIN,LES AISSES GOLF,Loiret,45,47.7169399,1.9442053,,grand_prix,,354,546,national,4,3,216.0,240.0,43.68,61.15,50.0,610.83
b120db58,2026-08-01,2026-08-02,Grand Prix de Belle Dune,FORT MAHON PLAGE,GOLF DE BELLE DUNE,Somme,80,50.3418305,1.5623072,,grand_prix,,594,911,national,3,2,162.0,160.0,72.88,102.03,50.0,546.91
dcea40d0,2026-08-01,2026-08-02,Grand Prix de Cognac,SAINT BRICE,GOLF DU COGNAC,Seine-et-Marne,77,48.5679822,3.3254721,,grand_prix,,490,751,national,3,2,162.0,160.0,60.08,84.11,50.0,516.19
1f31e4cc,2026-08-01,2026-08-02,Grand Prix du Coudray,LE COUDRAY MONTCEAUX,UGOLF DU COUDRAY MONTCEAUX,Essonne,91,48.5653177,2.4855792,,grand_prix,,439,693,national,3,2,162.0,160.0,55.44,77.62,50.0,505.06
ccf24e85,2026-08-08,2026-08-09,Grand Prix d'Etiolles,ETIOLLES,ETIOLLES GOLF CLUB,Essonne,91,48.6380667,2.4775273,,grand_prix,,439,687,national,3,2,162.0,160.0,54.96,76.94,50.0,503.9
4c5daddf,2026-08-11,2026-08-15,Grand Prix de Bretagne,SAINT BRIAC SUR MER,DINARD GOLF,Ille-et-Vilaine,35,48.6183398,-2.1327847,,grand_prix,,514,793,national,6,5,324.0,400.0,63.44,88.82,50.0,926.26
d4ff0d6c,2026-08-14,2026-08-16,Grand Prix de Valgarde,LA GARDE,GOLF DE VALGARDE,Var,83,43.1249185,6.0128532,,grand_prix,,327,505,national,4,3,216.0,240.0,40.4,56.56,50.0,602.96
f4249659,2026-08-21,2026-08-23,Grand Prix de Granville,BREVILLE SUR MER,GOLF DE GRANVILLE BAIE ST MICHEL,Manche,50,48.8651125,-1.5576965,,grand_prix,,533,824,national,4,3,216.0,240.0,65.92,92.29,50.0,664.21
ebf8b420,2026-08-21,2026-08-23,Grand Prix de Rougemont,ROUGEMONT LE CHATEAU,GOLF DE ROUGEMONT LE CHATEAU,Territoire-de-Belfort,90,47.7360641,6.9678379,,grand_prix,,540,852,national,4,3,216.0,240.0,68.16,95.42,50.0,669.58
aea88aba,2026-08-21,2026-08-23,Grand Prix de la Grange aux Ormes,MARLY,GOLF DE LA GRANGE AUX ORMES,Nord,59,50.3500747,3.5435909,,grand_prix,,574,904,national,4,3,216.0,240.0,72.32,101.25,50.0,679.57
81ae5751,2026-08-21,2026-08-23,Grand Prix du Médoc,LE PIAN MEDOC,CABOT BORDEAUX,Gironde,33,44.9549001,-0.6683986,,grand_prix,,192,283,regional,4,3,216.0,240.0,22.64,31.7,50.0,560.34
aee0a204,2026-08-21,2026-08-23,Grand Prix du Sporting de Vichy,BELLERIVE SUR ALLIER,GOLF DU SPORTING CLUB DE VICHY,Allier,03,46.1156244,3.4063997,,grand_prix,,282,437,national,4,3,216.0,240.0,34.96,48.94,50.0,589.9
72f25407,2026-08-22,2026-08-23,Grand Prix d'Ableiges,ABLEIGES,GOLF CLUB D'ABLEIGES,Val-d'Oise,95,49.0901646,1.9812325,,grand_prix,,476,722,national,3,2,162.0,160.0,57.76,80.86,50.0,510.62
f4997694,2026-08-22,2026-08-23,Grand Prix de Belleme St Martin,BELLEME,GOLF DE BELLEME SAINT MARTIN,Orne,61,48.3753612,0.5629418,,grand_prix,,474,743,national,3,2,162.0,160.0,59.44,83.22,50.0,514.66
322f5bfa,2026-08-22,2026-08-23,Grand Prix de Guérande,GUERANDE,GOLF DE GUERANDE,Loire-Atlantique,44,47.3282126,-2.4298014,,grand_prix,,435,682,national,3,2,162.0,160.0,54.56,76.38,50.0,502.94
ee10e6c0,2026-08-28,2026-08-28,COMPÉTITION CLIN D'OEIL - AUDITION VALES - SCRAMBLE À 2 - VENDREDI,VIEILLE TOULOUSE,GOLF CLUB DE TOULOUSE,Haute-Garonne,31,43.535,1.4375,,club,vieille_toulouse,30,24,local,1,0,10.0,0.0,1.92,2.69,10.0,24.61
383ad8df,2026-08-28,2026-08-28,COMPÉTITION CLIN D'OEIL - AUDITION VALES - SIMPLE - VENDREDI,VIEILLE TOULOUSE,GOLF CLUB DE TOULOUSE,Haute-Garonne,31,43.535,1.4375,,club,vieille_toulouse,30,24,local,1,0,10.0,0.0,1.92,2.69,10.0,24.61
ec5a82ba,2026-08-28,2026-08-30,Grand Prix de Saint Germain,SAINT GERMAIN EN LAYE,GOLF DE SAINT-GERMAIN,Yvelines,78,48.8990413,2.0942792,,grand_prix,,456,703,national,4,3,216.0,240.0,56.24,78.74,50.0,640.98
527fe833,2026-08-28,2026-08-30,Grand Prix de l'Ecogolf Ariège Pyrénées,LA BASTIDE DE SEROU,GOLF DE L'ARIEGE,Ariège,09,43.0115497,1.4283987,,grand_prix,,85,90,local,4,0,40.0,0.0,7.2,10.08,50.0,107.28
cbf791b2,2026-08-28,2026-08-30,Grand Prix de la Loire Forez,CRAINTILLEUX,GOLF CLUB DU FOREZ,Loire,42,45.5843,4.23378,,grand_prix,,343,536,national,4,3,216.0,240.0,42.88,60.03,50.0,608.91
85a378e4,2026-08-29,2026-08-29,COMPÉTITION CLIN D'OEIL - AUDITION VALES - SCRAMBLE À 2 - SAMEDI,VIEILLE TOULOUSE,GOLF CLUB DE TOULOUSE,Haute-Garonne,31,43.535,1.4375,,club,vieille_toulouse,30,24,local,1,0,10.0,0.0,1.92,2.69,10.0,24.61
945c14bc,2026-08-29,2026-08-29,COMPÉTITION CLIN D'OEIL - AUDITION VALES - SIMPLE - SAMEDI,VIEILLE TOULOUSE,GOLF CLUB DE TOULOUSE,Haute-Garonne,31,43.535,1.4375,,club,vieille_toulouse,30,24,local,1,0,10.0,0.0,1.92,2.69,10.0,24.61
745b616a,2026-08-29,2026-08-30,Grand Prix de Brigode,VILLENEUVE D'ASCQ,GOLF DE BRIGODE,Nord,59,50.6193174,3.1314002,,grand_prix,,580,914,national,3,2,162.0,160.0,73.12,102.37,50.0,547.49
468eec39,2026-08-29,2026-08-30,Grand Prix de Marivaux,JANVRY,GOLF DE MARIVAUX,Marne,51,49.2459051,3.8767333,,grand_prix,,533,824,national,3,2,162.0,160.0,65.92,92.29,50.0,530.21
289115a0,2026-08-30,2026-08-30,COMPÉTITION CLIN D'OEIL - AUDITION VALES - SCRAMBLE À 2 - DIMANCHE,VIEILLE TOULOUSE,GOLF CLUB DE TOULOUSE,Haute-Garonne,31,43.535,1.4375,,club,vieille_toulouse,30,24,local,1,0,10.0,0.0,1.92,2.69,10.0,24.61
66f26112,2026-08-30,2026-08-30,COMPÉTITION CLIN D'OEIL - AUDITION VALES - SIMPLE - DIMANCHE,VIEILLE TOULOUSE,GOLF CLUB DE TOULOUSE,Haute-Garonne,31,43.535,1.4375,,club,vieille_toulouse,30,24,local,1,0,10.0,0.0,1.92,2.69,10.0,24.61
87b58f5f,2026-09-05,2026-09-06,Grand Prix d'Ozoir-la-Ferrrière,OZOIR LA FERRIERE,GOLF D'OZOIR LA FERRIERE,Seine-et-Marne,77,48.7620904,2.6719421,,grand_prix,,462,720,national,3,2,162.0,160.0,57.6,80.64,50.0,510.24
d9b8afa8,2026-09-05,2026-09-06,Grand Prix de Mormal Trophée Adrien Cheval,PREUX AU SART,GOLF DE MORMAL,Nord,59,50.2836214,3.6873307,,grand_prix,,583,915,national,3,2,162.0,160.0,73.2,102.48,50.0,547.68
1e238823,2026-09-05,2026-09-06,Grand Prix de St Laurent,AURAY,GOLF BLUEGREEN SAINT LAURENT,Morbihan,56,47.6664485,-2.9833718,,grand_prix,,466,732,national,3,2,162.0,160.0,58.56,81.98,50.0,512.54
0cb882b5,2026-09-05,2026-09-06,Grand Prix de Tours Ardrée,SAINT ANTOINE DU ROCHER,GOLF BLUEGREEN TOURS ARDREE,Indre-et-Loire,37,47.496733,0.6303753,,grand_prix,,390,619,national,3,2,162.0,160.0,49.52,69.33,50.0,490.85
06eef0da,2026-09-05,2026-09-06,Grand Prix du Bordelais Trophée Frédéric Blanchard Dignac,BORDEAUX,GOLF BORDELAIS,Gironde,33,44.841225,-0.5800364,,grand_prix,,175,262,regional,3,2,162.0,160.0,20.96,29.34,50.0,422.3
98759a32,2026-09-05,2026-09-06,Grand Prix du Clou,VILLARS LES DOMBES,GOLF DU CLOU,Ain,01,46.0000471,5.0425155,,grand_prix,,391,609,national,3,2,162.0,160.0,48.72,68.21,50.0,488.93
dd9d7744,2026-09-11,2026-09-11,7ÈME TROPHEE FAUCHE,MONTAUBAN,GOLF DE MONTAUBAN L'ESTANG,Tarn-et-Garonne,82,44.0175835,1.3549991,,club,Montauban,61,70,local,1,0,10.0,0.0,5.6,7.84,10.0,33.44
